1	wu citiao	http://baike.baidu.com/search/word?word=力源保健酒
2	wu citiao	http://baike.baidu.com/search/word?word=帝一酒
3	http://baike.baidu.com/view/1899880.htm	http://baike.baidu.com/search/word?word=鹿龟酒
4	wu citiao	http://baike.baidu.com/search/word?word=糯米黄酒
5	wu citiao	http://baike.baidu.com/search/word?word=鉴湖黄酒
6	http://baike.baidu.com/view/275546.htm	http://baike.baidu.com/search/word?word=人参酒
7	wu citiao	http://baike.baidu.com/search/word?word=辽金雄风酒
8	wu citiao	http://baike.baidu.com/search/word?word=灵芝保健酒
9	wu citiao	http://baike.baidu.com/search/word?word=松茸酒
10	wu citiao	http://baike.baidu.com/search/word?word=冰纯啤酒
11	wu citiao	http://baike.baidu.com/search/word?word=特制啤酒
12	wu citiao	http://baike.baidu.com/search/word?word=小支啤酒
13	wu citiao	http://baike.baidu.com/search/word?word=泸州酒
14	wu citiao	http://baike.baidu.com/search/word?word=凯撒黄啤酒
15	wu citiao	http://baike.baidu.com/search/word?word=嘉禾啤酒
16	wu citiao	http://baike.baidu.com/search/word?word=青丽啤酒
17	wu citiao	http://baike.baidu.com/search/word?word=神力蚂蚁酒
18	wu citiao	http://baike.baidu.com/search/word?word=玛卡酒
19	wu citiao	http://baike.baidu.com/search/word?word=黄中皇
20	http://baike.baidu.com/view/558802.htm?fromtitle=%E7%BB%8D%E5%85%B4%E8%80%81%E9%85%92&fromid=10302806&type=syn	http://baike.baidu.com/search/word?word=绍兴老酒
21	wu citiao	http://baike.baidu.com/search/word?word=海神黄酒
22	wu citiao	http://baike.baidu.com/search/word?word=上海老酒
23	wu citiao	http://baike.baidu.com/search/word?word=石库门黄酒
24	wu citiao	http://baike.baidu.com/search/word?word=陈年花雕酒
25	wu citiao	http://baike.baidu.com/search/word?word=波罗的海啤酒
26	wu citiao	http://baike.baidu.com/search/word?word=冰度啤酒
27	wu citiao	http://baike.baidu.com/search/word?word=王子啤酒
28	wu citiao	http://baike.baidu.com/search/word?word=雪影啤酒
29	wu citiao	http://baike.baidu.com/search/word?word=艾尔黑啤酒
30	wu citiao	http://baike.baidu.com/search/word?word=凯撒白啤
31	wu citiao	http://baike.baidu.com/search/word?word=山参酒
32	wu citiao	http://baike.baidu.com/search/word?word=神力源酒
33	wu citiao	http://baike.baidu.com/search/word?word=黑蚂蚁酒
34	wu citiao	http://baike.baidu.com/search/word?word=异蛇鞭酒
35	http://baike.baidu.com/item/%E5%8F%8C%E8%BD%AE%E6%B1%A0%E9%85%92?fromtitle=%E5%8F%8C%E8%BD%AE%E9%85%92&type=syn	http://baike.baidu.com/search/word?word=双轮酒
36	wu citiao	http://baike.baidu.com/search/word?word=咸亨雕皇
37	http://baike.baidu.com/view/1038205.htm	http://baike.baidu.com/search/word?word=花雕酒
38	wu citiao	http://baike.baidu.com/search/word?word=将军啤酒
39	wu citiao	http://baike.baidu.com/search/word?word=养生啤酒
40	wu citiao	http://baike.baidu.com/search/word?word=纯爽啤酒
41	wu citiao	http://baike.baidu.com/search/word?word=纯麦啤酒
42	wu citiao	http://baike.baidu.com/search/word?word=教士纯麦啤酒
43	wu citiao	http://baike.baidu.com/search/word?word=双喜啤酒
44	wu citiao	http://baike.baidu.com/search/word?word=鼎力啤酒
45	wu citiao	http://baike.baidu.com/search/word?word=金纯啤酒
46	wu citiao	http://baike.baidu.com/search/word?word=土豪金啤酒
47	wu citiao	http://baike.baidu.com/search/word?word=易拉罐啤酒
48	wu citiao	http://baike.baidu.com/search/word?word=美林小镇啤酒
49	wu citiao	http://baike.baidu.com/search/word?word=酒吧啤酒
50	wu citiao	http://baike.baidu.com/search/word?word=饭店啤酒
51	wu citiao	http://baike.baidu.com/search/word?word=超纯啤酒
52	wu citiao	http://baike.baidu.com/search/word?word=麦思啤酒
53	wu citiao	http://baike.baidu.com/search/word?word=大麦啤酒
54	wu citiao	http://baike.baidu.com/search/word?word=小麦王啤酒
55	http://baike.baidu.com/item/%E9%9D%92%E8%BD%A9%E5%95%A4%E9%85%92	http://baike.baidu.com/search/word?word=青轩啤酒
56	wu citiao	http://baike.baidu.com/search/word?word=阳春啤酒
